key,rsrp,rsrq,sinr,cqi,ta,velocity,f,cellId
4:28,-90.75,-6.62,16.21,11.67,7.00,6.89,1815,26385408
4:29,-86.86,-5.73,15.77,11.05,7.00,10.65,1815,26385408
4:30,-86.75,-5.80,13.05,11.35,7.05,12.35,1815,26385408
5:30,-86.67,-6.33,12.33,11.67,7.00,11.03,1815,26385408
5:31,-87.00,-6.17,11.50,11.17,7.17,12.16,1815,26385408
5:32,-87.58,-7.42,11.75,11.58,7.50,12.74,1815,26385408
5:33,-85.06,-6.31,15.06,12.88,7.56,13.51,1815,26385408
5:34,-83.39,-5.61,14.94,11.94,7.67,13.60,1815,26385408
5:35,-86.29,-6.76,12.71,12.88,7.35,13.49,1815,26385408
6:36,-84.50,-5.50,10.00,10.00,5.50,11.95,1815,26385408
6:37,-84.50,-6.00,16.75,11.75,4.00,11.80,1815,29391105
6:38,-84.00,-6.50,20.50,14.00,4.00,11.62,1815,29391105
5:39,-83.19,-6.58,24.44,13.93,3.76,4.00,1815,29391105
5:40,-79.62,-6.28,25.76,13.78,3.99,0.86,1815,29391105
5:41,-77.29,-5.86,29.43,14.00,3.86,5.87,1815,29391105
4:41,-78.15,-5.62,25.31,14.12,3.88,8.12,1815,29391105
3:41,-80.48,-6.10,28.81,13.14,3.90,11.65,1815,29391105
2:41,-80.79,-5.86,25.93,14.00,3.93,13.72,1815,29391105
2:42,-80.00,-5.75,20.00,14.25,4.00,13.90,1815,29391105
1:42,-82.94,-5.44,20.31,12.44,3.94,14.45,1815,29391105
0:42,-85.32,-6.18,17.65,11.79,3.91,14.77,1815,29391105
-1:42,-90.19,-7.19,14.75,11.12,3.88,15.08,1815,29391105
-2:42,-91.62,-7.25,14.88,12.25,3.94,14.98,1815,29391105
-3:42,-89.79,-6.57,15.50,10.43,4.00,15.31,1815,29391105
-4:42,-91.29,-7.35,12.88,10.47,3.88,15.49,1815,29391105
-5:42,-92.33,-7.67,12.73,10.87,3.93,15.48,1815,29391105
-6:42,-95.18,-9.00,8.76,9.24,3.88,15.91,1815,29391105
-7:42,-97.36,-10.50,4.21,7.43,3.86,15.47,1815,29391105
-8:43,-98.33,-9.83,0.17,6.75,5.33,14.99,1815,29391105
-9:43,-95.89,-8.11,2.26,7.42,9.47,15.15,1815,28365056
-10:44,-98.12,-7.71,8.75,10.00,9.75,14.59,1815,28365056
-11:45,-101.42,-8.21,9.58,9.11,9.79,14.06,1815,28365056
-12:45,-101.26,-8.26,7.58,9.58,9.79,13.33,1815,28365056
-13:45,-100.55,-7.90,8.50,10.90,9.80,12.46,1815,28365056
-14:45,-98.36,-7.59,11.68,10.41,9.82,11.29,1815,28365056
-15:45,-95.95,-7.43,13.62,12.19,9.81,10.94,1815,28365056
-16:45,-96.24,-7.52,13.05,11.10,9.81,10.82,1815,28365056
-17:45,-98.25,-8.46,8.33,9.83,9.83,11.11,1815,28365056
-18:45,-98.58,-9.32,3.21,6.68,10.58,11.47,1815,28365056
-18:46,-95.80,-8.80,3.40,9.00,11.60,11.19,1815,29391105
-19:46,-96.40,-8.55,2.40,9.30,11.15,11.27,1815,29391105
-20:46,-99.24,-9.67,2.24,7.62,9.90,11.98,1815,29391105
-21:46,-100.32,-9.58,0.84,8.21,8.32,12.69,1815,28365056
-22:45,-100.00,-9.33,3.56,9.06,8.22,13.49,1815,28365056
-23:45,-100.05,-8.63,4.53,8.53,8.32,14.07,1815,28365056
-24:44,-97.29,-8.05,8.29,11.19,8.29,14.02,1815,28365056
-25:44,-98.25,-9.25,8.00,7.38,8.38,14.04,1815,28365056
-25:43,-100.92,-9.17,7.50,6.33,8.25,13.79,1815,28365056
-26:43,-102.84,-9.89,4.79,6.68,8.37,13.70,1815,28365056
-27:42,-102.62,-9.76,5.62,7.43,8.29,13.64,1815,28365056
-28:42,-104.43,-11.29,2.29,6.29,8.43,13.57,1815,28365056
-28:41,-104.86,-10.43,4.71,6.71,8.00,13.53,1815,28365056
-29:41,-106.30,-12.75,-0.05,6.00,8.35,13.20,1815,28365056
-30:41,-103.84,-11.53,1.63,6.16,8.37,12.91,1815,28365056
-31:41,-102.00,-10.67,3.33,8.67,8.00,12.11,1815,28365056
-31:40,-100.85,-11.10,3.45,8.75,8.30,12.78,1815,28365056
-32:40,-92.35,-9.65,8.15,11.35,8.35,11.60,1815,28365056
-33:40,-90.25,-9.91,10.03,9.18,8.10,3.27,1815,28365056
-34:40,-89.53,-9.24,6.05,8.34,8.03,0.54,1815,28365056
-34:39,-90.73,-10.76,6.70,7.95,8.08,0.44,1815,28365056
-35:39,-86.29,-9.14,5.62,8.81,5.90,4.07,1815,28365056
-35:40,-85.50,-9.21,6.71,8.86,5.89,7.31,1815,28365056
-35:41,-87.36,-9.64,4.59,7.36,5.82,11.52,1815,28365056
-35:42,-87.94,-9.69,4.19,7.06,5.88,13.09,1815,28365056
-34:42,-86.50,-10.00,4.50,7.00,6.50,13.34,1815,28365056
-34:43,-87.18,-10.55,4.36,6.64,6.36,13.69,1815,28365056
-34:44,-88.46,-10.69,3.62,6.77,6.38,14.57,1815,28365056
-34:45,-88.06,-9.56,5.12,6.75,5.69,15.09,1815,28365056
-34:46,-84.86,-9.57,5.79,8.07,6.00,15.22,1815,28365056
-34:47,-84.35,-10.12,3.47,8.35,5.94,15.80,1815,28365056
-34:48,-83.93,-10.20,5.73,8.60,5.93,15.91,1815,28365056
-34:49,-84.53,-9.73,6.73,8.20,6.00,16.03,1815,28365056
-34:50,-89.12,-10.24,2.94,6.53,6.41,15.94,1815,28365056
-34:51,-89.47,-10.67,0.27,5.93,6.20,16.18,1815,28365056
-33:52,-92.00,-11.00,4.00,4.00,8.00,14.73,1815,28365056
-33:53,-93.67,-11.33,0.25,5.92,6.25,16.04,1815,28365056
-33:54,-94.69,-10.77,1.31,6.00,6.62,16.03,1815,28365056
-33:55,-95.81,-10.81,3.81,6.50,6.12,16.62,1815,28365056
-33:56,-97.47,-10.67,3.73,6.60,6.20,16.23,1815,28365056
-33:57,-98.11,-10.56,2.89,6.89,6.33,16.47,1815,28365056
-32:57,-97.75,-10.00,3.50,7.50,7.25,14.85,1815,28365056
-32:58,-99.27,-9.67,2.13,7.07,7.47,15.70,1815,28365056
-32:59,-99.53,-9.73,2.47,6.60,11.20,15.30,1815,28365056
-32:60,-99.76,-8.88,2.53,6.12,13.24,15.28,1815,28368386
-32:61,-98.21,-8.21,5.07,7.14,16.07,15.49,1815,28368386
-31:61,-99.00,-7.50,7.00,8.00,16.00,12.29,1815,28368386
-31:62,-97.00,-9.08,7.42,8.50,16.17,14.11,1815,28368386
-31:63,-99.33,-9.00,3.33,6.11,16.06,13.82,1815,28368386
-31:64,-100.53,-10.11,1.84,5.47,16.11,13.55,1815,28368386
-31:65,-101.00,-11.12,0.18,5.29,16.12,13.90,1815,28368386
-30:65,-101.00,-10.00,1.00,6.00,16.00,10.85,1815,28368386
-30:66,-100.67,-11.25,0.33,5.25,16.17,11.23,1815,28368386
-30:67,-100.35,-10.94,-0.29,5.76,16.12,12.44,1815,28368386
-30:68,-98.50,-10.75,0.05,6.50,16.10,11.57,1815,28368386
-30:69,-97.67,-10.24,0.52,6.33,16.14,9.90,1815,28368386
-30:70,-96.61,-9.89,1.21,6.43,16.18,8.63,1815,28368386
-30:71,-97.73,-11.27,0.41,6.41,16.09,8.94,1815,28368386
-29:71,-98.00,-12.00,1.00,5.00,16.00,7.29,1815,28368386
-30:72,-96.42,-10.51,3.64,6.28,16.02,2.14,1815,28368386
-30:73,-97.43,-10.90,1.24,6.33,16.10,12.08,1815,28368386
-30:74,-98.28,-10.28,2.67,6.11,16.11,12.95,1815,28368386
-30:75,-100.32,-10.32,-0.53,5.68,15.74,13.12,1815,28368386
-30:76,-99.95,-9.89,-1.21,5.89,15.11,12.47,1815,29563904
-30:77,-100.10,-10.25,-0.70,6.35,12.75,11.69,1815,29563904
-30:78,-99.76,-11.12,-1.06,5.88,7.71,10.24,1815,28367106
-30:79,-95.56,-8.22,6.33,8.11,6.00,7.41,1815,28367106
-31:79,-93.50,-7.17,10.43,9.55,6.00,4.19,1815,28367106
-31:80,-93.24,-8.06,6.28,7.42,5.68,1.67,1815,28367106
-31:81,-92.75,-8.64,5.07,7.93,7.75,9.16,1815,28367106
-31:82,-94.47,-9.36,5.66,7.77,10.79,3.63,1815,28367106
-31:83,-93.38,-9.54,5.73,8.12,8.73,9.49,1815,28367106
-31:84,-87.39,-7.33,5.17,7.17,7.00,11.44,1815,28367106
-31:85,-87.38,-7.54,6.54,7.54,10.23,11.95,1815,28368386
-31:86,-91.25,-8.50,9.88,7.75,7.75,11.11,1815,28368386
-32:87,-94.93,-9.86,4.39,6.50,4.79,9.54,1815,28367106
-32:88,-97.15,-11.42,2.27,5.85,4.77,9.56,1815,28367106
-32:89,-95.81,-11.00,3.24,6.38,4.62,10.87,1815,28367106
-32:90,-91.70,-9.26,7.13,8.13,4.61,10.89,1815,28367106
-32:91,-91.41,-10.15,5.74,7.22,5.70,8.57,1815,28367106
-32:92,-92.08,-9.12,2.58,7.23,9.46,8.70,1815,28368386
-32:93,-90.21,-9.58,4.00,6.79,5.33,10.68,1815,28367105
-32:94,-85.17,-8.89,7.33,8.56,3.78,10.10,1815,28367105
-32:95,-90.00,-11.00,5.00,8.67,3.33,6.68,1815,28367105
-33:95,-91.33,-10.67,4.50,7.75,4.92,8.98,1815,28368386
-33:96,-91.11,-8.26,5.44,7.07,4.81,10.03,1815,28368386
-33:97,-89.14,-6.95,10.95,9.41,4.00,9.06,1815,28367105
-33:98,-85.49,-6.89,16.26,10.54,4.00,7.33,1815,28367105
-33:99,-85.16,-5.72,18.07,11.33,4.00,3.07,1815,28367105
-33:100,-90.22,-7.12,11.68,10.10,4.00,5.89,1815,28367105
-33:101,-92.15,-7.74,8.52,9.04,5.04,8.41,1815,28367105
-33:102,-88.17,-6.83,9.61,8.39,8.39,10.20,1815,28368386
-33:103,-91.53,-7.47,9.87,9.07,8.47,11.35,1815,28368386
-33:104,-94.20,-7.40,12.20,9.20,8.60,12.05,1815,28368386
-33:105,-98.00,-8.00,12.00,12.00,9.00,12.49,1815,28368386
-34:105,-96.04,-8.52,11.63,6.26,8.48,8.65,1815,28368386
-34:106,-96.39,-8.94,7.98,7.77,8.53,3.61,1815,28368386
-34:107,-98.18,-8.68,8.68,7.00,8.68,5.11,1815,28368386
-34:108,-97.60,-9.80,4.36,7.04,8.44,10.04,1815,28368386
-34:109,-93.67,-8.00,9.33,8.67,9.00,11.48,1815,28368386
-35:109,-93.26,-7.96,8.91,8.43,8.43,11.88,1815,28368386
-35:110,-92.44,-7.56,9.22,8.44,7.00,12.70,1815,28367105
-36:110,-92.82,-6.76,11.94,9.76,7.00,12.82,1815,28367105
-36:111,-91.56,-6.33,11.44,10.56,7.00,13.43,1815,28367105
-37:111,-87.35,-5.53,15.41,11.12,7.00,13.19,1815,28367105
-37:112,-86.00,-5.22,17.00,11.89,7.00,13.03,1815,28367105
-38:112,-88.57,-5.67,16.48,12.38,7.00,11.64,1815,28367105
-38:113,-90.00,-6.00,19.00,13.00,7.00,10.62,1815,28367105
-39:113,-94.61,-7.04,9.43,9.57,7.00,10.78,1815,28367105
-40:113,-96.41,-8.50,7.77,7.23,7.00,11.71,1815,28367105
-41:113,-97.76,-9.62,4.00,5.62,7.00,13.03,1815,28367105
-42:114,-100.72,-10.39,1.94,5.78,7.00,13.95,1815,28367105
-43:114,-102.00,-11.26,0.32,5.68,7.00,14.51,1815,28367105
-43:115,-99.00,-10.00,2.00,9.00,7.00,15.56,1815,28368386
-44:115,-101.17,-11.00,-1.44,6.00,7.00,15.12,1815,28368386
-45:115,-99.47,-10.07,0.27,7.00,7.00,15.24,1815,28368386
-45:116,-99.33,-9.33,6.00,7.33,7.00,15.16,1815,28368386
-46:116,-99.68,-10.26,3.16,7.47,7.00,15.23,1815,28368386
-47:117,-102.33,-11.00,3.33,6.50,7.00,15.08,1815,28368386
-48:117,-106.20,-12.50,-0.30,6.45,8.30,14.86,1815,28368386
-49:117,-106.71,-11.86,-2.29,5.43,13.43,14.52,1815,29568768
-49:118,-105.25,-11.58,-2.58,5.67,12.67,13.78,1815,29568768
-50:118,-104.62,-10.69,-2.28,5.69,9.44,9.14,1815,29568768
-51:119,-102.83,-9.94,-0.39,6.33,8.78,10.41,1815,29568768
-52:119,-100.57,-9.05,7.03,8.27,7.92,7.29,1815,29568768
-53:120,-98.40,-8.13,8.47,8.20,7.47,13.35,1815,29568768
-54:120,-94.60,-7.10,12.25,9.40,7.00,14.04,1815,28368384
-54:121,-91.00,-6.00,9.00,10.00,7.00,15.42,1815,28368384
-55:121,-94.89,-8.11,9.84,8.74,7.47,14.14,1815,28368384
-56:121,-94.12,-7.47,6.00,7.65,9.88,13.61,1815,29568768
-56:122,-91.60,-6.20,11.40,11.00,11.20,12.55,1815,29568768
-57:122,-91.18,-6.36,13.36,9.77,11.14,12.19,1815,29568768
-58:122,-88.65,-6.41,15.47,11.41,11.12,10.87,1815,29568768
-58:123,-86.25,-6.38,17.50,11.62,11.25,10.33,1815,29568768
-59:123,-88.23,-6.05,18.06,11.15,11.30,3.86,1815,29568768
-60:123,-86.64,-6.00,22.80,12.40,11.04,6.57,1815,29568768
-60:124,-88.07,-6.07,16.67,11.07,11.20,9.41,1815,29568768
-61:124,-90.62,-7.07,10.34,9.76,10.59,8.50,1815,29568768
-62:125,-92.32,-7.32,8.55,9.36,8.18,8.48,1815,29568768
-63:125,-96.34,-7.61,9.41,9.05,7.98,7.03,1815,29568768
-63:126,-95.80,-7.00,14.00,10.60,7.20,6.26,1815,28368384
-64:126,-100.05,-8.82,7.63,8.17,6.67,2.08,1815,28368384
-65:127,-98.76,-8.73,6.01,7.14,7.67,3.08,1815,28368384
-66:127,-99.46,-8.13,7.81,8.00,7.12,1.84,1815,28368384
-66:128,-98.86,-8.23,7.44,7.40,7.81,2.27,1815,28368384
-67:128,-95.58,-8.00,8.16,7.68,7.42,9.44,1815,28368384
-67:129,-93.24,-7.65,11.06,9.35,7.35,10.18,1815,28368384
-68:129,-91.50,-7.20,12.35,9.55,7.50,11.04,1815,28368384
-68:130,-87.75,-6.50,8.62,8.38,7.00,11.27,1815,29568768
-69:130,-83.36,-6.00,13.18,10.18,7.23,11.93,1815,29568768
-69:131,-82.38,-6.50,15.75,11.12,7.00,11.86,1815,29568768
-70:131,-83.71,-5.43,21.19,11.19,7.14,11.58,1815,29568768
-70:132,-85.89,-5.56,19.26,10.65,7.02,3.13,1815,29568768
-71:132,-85.70,-5.80,18.80,11.80,7.20,11.65,1815,29568768
-71:133,-84.20,-5.28,18.28,11.72,7.08,10.63,1815,29568768
-71:134,-81.33,-5.67,21.67,12.00,7.00,11.49,1815,29568768
-72:134,-77.90,-5.55,22.85,12.80,7.10,12.50,1815,29568768
-72:135,-78.77,-5.38,22.00,12.46,7.15,13.86,1815,29568768
-72:136,-83.00,-5.00,27.00,11.00,7.00,14.84,1815,29568768
-73:136,-81.88,-5.00,26.38,13.75,7.12,14.91,1815,29568768
-73:137,-83.65,-5.71,19.94,12.59,7.06,15.67,1815,29568768
-73:138,-78.75,-4.75,19.00,12.75,7.00,14.66,1815,29568768
-74:138,-78.50,-4.92,23.92,13.75,7.08,15.52,1815,29568768
-74:139,-77.20,-5.10,23.80,13.90,7.10,15.78,1815,29568768
-74:140,-79.42,-5.75,22.75,14.25,7.08,15.71,1815,29568768
-74:141,-80.78,-5.50,21.94,13.72,7.06,15.46,1815,29568768
-74:142,-78.00,-5.00,23.50,12.50,7.00,15.79,1815,29568768
-75:143,-84.17,-6.22,20.78,12.72,7.06,15.51,1815,29568768
-75:144,-82.25,-5.75,24.75,13.38,7.06,15.02,1815,29568768
-75:145,-80.43,-5.50,24.79,13.43,7.07,15.22,1815,29568768
-76:146,-80.50,-5.50,24.12,14.44,7.12,15.37,1815,29568768
-76:147,-82.06,-5.53,21.47,14.41,7.06,14.70,1815,29568768
-76:148,-83.71,-5.57,19.36,12.86,7.07,14.66,1815,29568768
-77:148,-87.29,-5.43,19.14,10.71,7.14,14.89,1815,29568768
-77:149,-88.17,-6.06,19.44,11.22,7.06,14.13,1815,29568768
-77:150,-87.20,-6.20,18.67,12.27,7.07,14.44,1815,29568768
-78:151,-85.60,-5.85,20.05,11.05,7.10,13.95,1815,29568768
-78:152,-89.26,-6.26,16.16,11.63,7.05,13.30,1815,29568768
-79:153,-89.36,-6.41,18.64,10.82,7.09,13.11,1815,29568768
-79:154,-88.28,-6.50,16.83,12.11,7.06,12.41,1815,29568768
-80:155,-89.33,-7.17,13.97,11.33,7.03,9.36,1815,29568768
-80:156,-91.70,-8.15,13.62,9.68,7.06,4.49,1815,29568768
-81:157,-92.26,-9.27,12.33,9.52,7.03,0.98,1815,29568768
-81:158,-94.70,-9.85,7.30,7.89,7.07,7.92,1815,29568768
-81:159,-94.50,-10.50,4.50,7.00,7.00,9.84,1815,29568768
-82:159,-96.80,-11.56,3.44,5.92,7.08,10.28,1815,29568768
-82:160,-99.00,-12.50,0.64,5.68,7.09,11.65,1815,29568768
-83:161,-98.94,-12.53,-0.71,5.00,7.00,12.25,1815,29568768
-83:162,-95.35,-10.22,0.22,5.65,6.48,12.73,1815,29568768
-83:163,-95.11,-9.22,2.44,6.22,6.11,13.35,1815,29568769
-84:163,-97.73,-10.91,0.00,5.73,6.09,13.38,1815,29568769
-84:164,-98.76,-11.00,0.86,6.05,6.48,12.98,1815,29568769
-84:165,-100.58,-10.58,-0.92,5.67,9.75,13.68,1815,29568769
-85:166,-99.71,-9.90,0.52,6.76,12.86,13.35,1815,26378498
-85:167,-98.94,-9.31,2.62,7.38,13.25,13.68,1815,26378498
-86:168,-100.10,-11.10,1.15,6.60,13.20,13.55,1815,26378498
-86:169,-100.80,-11.00,0.40,5.47,13.27,13.72,1815,26378498
-87:170,-98.94,-10.00,1.69,6.62,13.25,14.25,1815,26378498
-87:171,-99.06,-9.22,2.83,6.61,13.22,15.20,1815,26378498
-87:172,-98.45,-9.18,3.36,7.45,13.36,15.60,1815,26378498
-88:173,-99.44,-9.75,6.12,7.44,13.12,16.13,1815,26378498
-88:174,-101.00,-11.20,1.40,6.73,13.27,16.09,1815,26378498
-88:175,-101.00,-11.71,-1.24,6.35,13.47,15.93,1815,26378498
-88:176,-99.31,-10.44,-0.44,6.69,13.75,15.99,1815,26378498
-88:177,-99.21,-8.93,3.36,7.93,13.93,16.35,1815,29401601
-88:178,-98.00,-9.38,2.25,8.31,14.12,17.11,1815,29401601
-88:179,-97.36,-8.86,3.93,8.57,14.14,17.46,1815,29401601
-88:180,-98.15,-9.85,3.54,8.23,14.00,17.40,1815,29401601
-88:181,-100.21,-12.07,1.93,7.21,14.21,17.77,1815,29401601
-88:182,-100.33,-11.47,0.47,7.53,14.00,17.32,1815,29401601
-88:183,-101.77,-11.15,1.54,7.31,14.08,17.26,1815,29401601
-87:184,-102.40,-11.00,0.40,7.60,14.40,18.75,1815,29401601
-87:185,-104.69,-12.08,-0.92,7.31,14.08,17.21,1815,29401601
-87:186,-103.67,-12.40,-2.13,6.67,16.27,17.54,1815,29401601
-87:187,-100.69,-11.77,-2.15,6.92,17.69,17.77,1815,29401601
-87:188,-99.94,-11.25,-1.25,6.81,18.50,18.12,1815,29401601
-86:189,-101.00,-13.00,-2.00,9.00,14.00,19.71,1815,29401601
-86:190,-100.40,-9.60,3.20,7.40,18.20,15.53,1815,29401601
-86:191,-99.20,-9.70,2.40,5.90,18.90,17.07,1815,29401601
-86:192,-99.00,-10.00,2.80,7.20,19.80,16.90,1815,31263232
-86:193,-98.75,-9.75,3.50,7.50,20.00,17.94,1815,31263232
-86:194,-97.50,-9.00,8.25,7.25,20.00,17.65,1815,31263232
-86:195,-98.00,-9.50,3.00,8.50,21.00,17.70,1815,31263232
-87:196,-100.00,-10.38,1.81,6.44,19.56,13.60,1815,31263232
-87:197,-100.96,-11.41,0.70,5.67,19.48,9.82,1815,31263232
-87:198,-101.33,-12.50,0.00,4.89,19.61,13.82,1815,31263232
-87:199,-102.29,-13.00,-1.14,4.52,19.52,11.81,1815,31263232
-87:200,-103.00,-13.50,-1.92,4.50,19.75,13.13,1815,31263232
-87:201,-104.00,-15.20,-3.60,5.20,20.20,11.92,1815,31263232
-87:202,-102.67,-14.33,-3.67,5.00,16.67,15.63,1815,31263232
-88:203,-102.15,-13.69,-5.46,4.92,44.62,15.50,1815,26378497
-88:204,-102.45,-14.27,-6.00,4.73,44.09,14.58,1815,26378497
-88:205,-101.56,-13.22,-5.78,5.22,19.44,14.44,1815,26378497
-88:206,-101.20,-13.30,-3.50,5.50,18.40,14.02,1815,26378497
-88:207,-100.55,-13.27,-2.27,5.73,20.55,13.33,1815,26378497
-88:208,-97.79,-12.36,-2.79,6.29,16.36,11.88,1815,26378497
-87:208,-95.20,-11.53,1.40,6.20,12.00,4.42,1815,29913344
-87:209,-95.17,-11.56,1.33,6.00,16.72,9.75,1815,29913344
-87:210,-92.74,-11.05,1.19,6.40,10.62,2.98,1815,29913344
-86:211,-89.00,-10.20,1.80,7.00,7.40,6.38,1815,26378497
-86:212,-87.44,-8.72,15.23,8.14,7.19,2.12,1815,26378497
-86:213,-84.83,-7.12,16.33,10.33,8.00,9.16,1815,26378497
-86:214,-83.64,-6.68,16.73,10.73,8.00,10.80,1815,26378497
-85:214,-85.00,-6.00,12.00,11.00,8.00,11.74,1815,26378497
-85:215,-80.40,-6.60,17.60,11.40,7.80,12.85,1815,26378497
-85:216,-84.84,-7.16,13.84,11.32,8.05,13.05,1815,26378497
-85:217,-88.06,-8.44,10.17,9.33,7.89,13.28,1815,26378497
-84:217,-90.00,-7.00,15.00,10.00,8.00,13.36,1815,26378497
-84:218,-86.44,-7.33,10.78,9.33,7.89,10.19,1815,26378497
-84:219,-86.74,-7.16,13.11,10.05,8.00,6.95,1815,26378497
-85:219,-89.29,-7.87,10.94,9.10,8.00,8.28,1815,26378497
-85:220,-90.00,-10.00,7.50,8.50,9.00,9.32,1815,26378497
-86:220,-90.55,-8.00,9.00,9.45,7.95,11.55,1815,26378497
-87:220,-90.89,-8.47,4.63,8.42,8.05,12.93,1815,26378497
-88:220,-91.90,-9.52,2.14,6.43,7.90,12.64,1815,26378497
-89:221,-90.55,-9.64,2.27,7.00,8.00,11.98,1815,26378497
-90:221,-91.30,-9.94,2.09,7.24,7.97,7.60,1815,26378497
-91:221,-90.85,-9.80,4.45,7.50,7.90,11.65,1815,29913344
-92:221,-92.05,-9.95,3.30,7.65,7.80,12.40,1815,29913344
-93:221,-93.86,-9.71,2.93,7.07,7.71,11.99,1815,29913344
-93:222,-94.88,-9.62,5.62,7.88,7.75,12.68,1815,29913344
-94:222,-94.90,-9.67,5.38,7.95,7.76,11.72,1815,29913344
-95:222,-93.61,-8.74,6.57,8.74,7.78,10.56,1815,29913344
-96:222,-93.16,-7.61,11.00,9.52,7.74,8.35,1815,29913344
